target,z
0.07506017024510267,0.1
0.07513096893525634,0.1019019019019019
0.07520194544792667,0.10380380380380382
0.07527309970166664,0.10570570570570571
0.07534443161407856,0.10760760760760761
0.07541594110182065,0.10950950950950951
0.07548762808061332,0.11141141141141142
0.07555949246524557,0.11331331331331332
0.07563153416958159,0.11521521521521522
0.07570375310656693,0.11711711711711711
0.07577614918823512,0.11901901901901903
0.07584872232571387,0.12092092092092092
0.0759214724292316,0.12282282282282284
0.07599439940812378,0.12472472472472473
0.07606750317083928,0.12662662662662663
0.07614078362494685,0.12852852852852853
0.07621424067714132,0.13043043043043043
0.07628787423325006,0.13233233233233233
0.07636168419823935,0.13423423423423425
0.07643567047622067,0.13613613613613615
0.07650983297045702,0.13803803803803805
0.07658417158336932,0.13993993993993994
0.07665868621654263,0.14184184184184184
0.07673337677073257,0.14374374374374374
0.07680824314587145,0.14564564564564564
0.0768832852410748,0.14754754754754756
0.07695850295464736,0.14944944944944946
0.07703389618408964,0.15135135135135136
0.07710946482610391,0.15325325325325326
0.07718520877660065,0.15515515515515516
0.07726112793070467,0.15705705705705705
0.07733722218276136,0.15895895895895895
0.07741349142634295,0.16086086086086088
0.07748993555425462,0.16276276276276275
0.0775665544585408,0.16466466466466467
0.07764334803049122,0.16656656656656657
0.0777203161606472,0.16846846846846847
0.07779745873880768,0.17037037037037037
0.0778747756540355,0.17227227227227226
0.07795226679466334,0.1741741741741742
0.07802993204830001,0.17607607607607606
0.07810777130183645,0.17797797797797799
0.07818578444145183,0.17987987987987988
0.07826397135261957,0.18178178178178178
0.07834233192011361,0.18368368368368368
0.07842086602801408,0.18558558558558558
0.07849957355971371,0.1874874874874875
0.07857845439792353,0.18938938938938937
0.07865750842467908,0.1912912912912913
0.07873673552134632,0.1931931931931932
0.07881613556862749,0.1950950950950951
0.07889570844656722,0.196996996996997
0.07897545403455843,0.1988988988988989
0.07905537221134813,0.20080080080080082
0.07913546285504341,0.2027027027027027
0.0792157258431174,0.2046046046046046
0.0792961610524149,0.2065065065065065
0.0793767683591585,0.2084084084084084
0.07945754763895424,0.2103103103103103
0.07953849876679746,0.2122122122122122
0.07961962161707864,0.21411411411411413
0.07970091606358912,0.216016016016016
0.0797823819795269,0.21791791791791792
0.07986401923750239,0.21981981981981982
0.07994582770954411,0.22172172172172172
0.08002780726710439,0.22362362362362362
0.08010995778106508,0.22552552552552552
0.08019227912174322,0.22742742742742741
0.08027477115889668,0.22932932932932934
0.08035743376172984,0.23123123123123124
0.08044026679889903,0.23313313313313314
0.0805232701385184,0.23503503503503503
0.08060644364816527,0.23693693693693693
0.08068978719488576,0.23883883883883883
0.08077330064520037,0.24074074074074073
0.08085698386510938,0.24264264264264265
0.08094083672009847,0.24454454454454455
0.08102485907514415,0.24644644644644645
0.08110905079471915,0.24834834834834835
0.08119341174279797,0.2502502502502503
0.08127794178286218,0.25215215215215214
0.0813626407779059,0.254054054054054
0.08144750859044113,0.255955955955956
0.08153254508250311,0.25785785785785786
0.08161775011565571,0.25975975975975973
0.08170312355099656,0.26166166166166166
0.0817886652491626,0.2635635635635636
0.0818743750703351,0.26546546546546546
0.08196025287424505,0.2673673673673673
0.08204629852017843,0.2692692692692693
0.08213251186698126,0.2711711711711712
0.08221889277306482,0.27307307307307305
0.08230544109641094,0.274974974974975
0.08239215669457702,0.2768768768768769
0.08247903942470111,0.27877877877877877
0.08256608914350719,0.28068068068068064
0.08265330570731003,0.2825825825825826
0.0827406889720203,0.2844844844844845
0.08282823879314975,0.28638638638638636
0.08291595502581604,0.2882882882882883
0.08300383752474773,0.2901901901901902
0.08309188614428936,0.2920920920920921
0.08318010073840633,0.29399399399399395
0.08326848116068977,0.2958958958958959
0.08335702726436144,0.2977977977977978
0.08344573890227872,0.2996996996996997
0.08353461592693934,0.3016016016016016
0.0836236581904862,0.3035035035035035
0.08371286554471229,0.3054054054054054
0.0838022378410653,0.30730730730730726
0.08389177493065254,0.3092092092092092
0.0839814766642456,0.3111111111111111
0.08407134289228502,0.313013013013013
0.08416137346488509,0.3149149149149149
0.08425156823183838,0.31681681681681684
0.0843419270426205,0.3187187187187187
0.08443244974639465,0.3206206206206206
0.08452313619201629,0.3225225225225225
0.08461398622803756,0.32442442442442443
0.08470499970271202,0.3263263263263263
0.08479617646399903,0.3282282282282282
0.08488751635956837,0.33013013013013015
0.08497901923680456,0.332032032032032
0.08507068494281153,0.3339339339339339
0.08516251332441685,0.3358358358358358
0.08525450422817628,0.33773773773773774
0.08534665750037802,0.3396396396396396
0.08543897298704729,0.34154154154154154
0.08553145053395042,0.34344344344344346
0.08562408998659929,0.34534534534534533
0.08571689119025569,0.3472472472472472
0.08580985398993542,0.34914914914914913
0.08590297823041265,0.35105105105105106
0.08599626375622417,0.3529529529529529
0.08608971041167347,0.3548548548548548
0.08618331804083498,0.3567567567567568
0.08627708648755829,0.35865865865865865
0.08637101559547211,0.3605605605605605
0.08646510520798854,0.3624624624624625
0.08655935516830711,0.36436436436436437
0.08665376531941871,0.36626626626626624
0.08674833550410978,0.3681681681681681
0.08684306556496628,0.3700700700700701
0.08693795534437763,0.37197197197197196
0.08703300468454073,0.37387387387387383
0.08712821342746387,0.3757757757757758
0.08722358141497061,0.3776776776776777
0.08731910848870374,0.37957957957957955
0.08741479449012914,0.3814814814814814
0.0875106392605396,0.3833833833833834
0.08760664264105862,0.3852852852852853
0.08770280447264428,0.38718718718718714
0.08779912459609297,0.3890890890890891
0.08789560285204312,0.390990990990991
0.08799223908097902,0.39289289289289286
0.08808903312323439,0.39479479479479473
0.0881859848189962,0.3966966966966967
0.08828309400830825,0.3985985985985986
0.08838036053107484,0.40050050050050046
0.08847778422706433,0.40240240240240244
0.0885753649359128,0.4043043043043043
0.0886731024971276,0.4062062062062062
0.08877099675009088,0.40810810810810805
0.08886904753406312,0.41001001001001003
0.08896725468818659,0.4119119119119119
0.08906561805148891,0.41381381381381377
0.0891641374628864,0.41571571571571575
0.08926281276118765,0.4176176176176176
0.08936164378509674,0.4195195195195195
0.0894606303732168,0.42142142142142136
0.0895597723640533,0.42332332332332334
0.08965906959601733,0.4252252252252252
0.089758521907429,0.4271271271271271
0.08985812913652078,0.42902902902902906
0.08995789112144062,0.43093093093093093
0.09005780770025533,0.4328328328328328
0.09015787871095371,0.4347347347347347
0.09025810399144989,0.43663663663663665
0.09035848337958631,0.4385385385385385
0.09045901671313712,0.4404404404404404
0.09055970382981113,0.4423423423423424
0.09066054456725497,0.44424424424424425
0.09076153876305629,0.4461461461461461
0.09086268625474671,0.448048048048048
0.09096398687980488,0.44994994994994997
0.09106544047565952,0.45185185185185184
0.09116704687969256,0.4537537537537537
0.09126880592924189,0.4556556556556557
0.09137071746160448,0.45755755755755756
0.09147278131403934,0.45945945945945943
0.09157499732377031,0.4613613613613613
0.09167736532798902,0.4632632632632633
0.0917798851638579,0.46516516516516515
0.09188255666851278,0.467067067067067
0.09198537967906589,0.468968968968969
0.09208835403260872,0.4708708708708709
0.09219147956621465,0.47277277277277274
0.09229475611694184,0.4746746746746746
0.09239818352183594,0.4765765765765766
0.09250176161793283,0.47847847847847846
0.09260549024226128,0.48038038038038033
0.09270936923184575,0.4822822822822823
0.09281339842370895,0.4841841841841842
0.09291757765487449,0.48608608608608606
0.09302190676236956,0.4879879879879879
0.09312638558322754,0.4898898898898899
0.09323101395449049,0.4917917917917918
0.09333579171321182,0.49369369369369365
0.09344071869645884,0.49559559559559563
0.0935457947413151,0.4974974974974975
0.0936510196848831,0.49939939939939937
0.09375639336428675,0.5013013013013012
0.0938619156166737,0.5032032032032032
0.0939675862792179,0.5051051051051051
0.09407340518912201,0.507007007007007
0.09417937218361971,0.5089089089089089
0.09428548709997821,0.5108108108108108
0.09439174977550052,0.5127127127127127
0.0944981600475279,0.5146146146146146
0.09460471775344201,0.5165165165165165
0.09471142273066745,0.5184184184184184
0.09481827481667379,0.5203203203203203
0.09492527384897802,0.5222222222222223
0.09503241966514679,0.5241241241241241
0.0951397121027985,0.526026026026026
0.09524715099960561,0.5279279279279279
0.09535473619329696,0.5298298298298298
0.09546246752165957,0.5317317317317317
0.0955703448225412,0.5336336336336336
0.09567836793385229,0.5355355355355356
0.095786536693568,0.5374374374374374
0.09589485093973046,0.5393393393393393
0.09600331051045084,0.5412412412412412
0.09611191524391129,0.5431431431431432
0.09622066497836705,0.545045045045045
0.0963295595521485,0.5469469469469469
0.09643859880366323,0.5488488488488489
0.09654778257139775,0.5507507507507508
0.09665711069391979,0.5526526526526526
0.09676658300988011,0.5545545545545545
0.0968761993580144,0.5564564564564565
0.0969859595771452,0.5583583583583583
0.09709586350618393,0.5602602602602602
0.09720591098413256,0.5621621621621622
0.09731610185008568,0.5640640640640641
0.09742643594323225,0.5659659659659659
0.09753691310285738,0.5678678678678678
